label,language
3.8,Spanish
2.6,Spanish
1,Spanish
2,Spanish
2.25,Spanish
2,Spanish
2,Spanish
3.2,Spanish
2,Spanish
4.8,Spanish
2.8,Spanish
1,Spanish
3.8,Spanish
1.25,Spanish
3.4,Spanish
2.6,Spanish
1.8,Spanish
3.2,Spanish
3,Spanish
2.5,Spanish
1.25,Spanish
1.4,Spanish
4.5,Spanish
1.4,Spanish
3.4,Spanish
2.2,Spanish
4,Spanish
1,Spanish
3.75,Spanish
1,Spanish
1.6,Spanish
2.8,Spanish
2.6,Spanish
2.4,Spanish
2.2,Spanish
2.8,Spanish
2.2,Spanish
4.2,Spanish
1.6,Spanish
2.8,Spanish
2.6,Spanish
2.8,Spanish
1.5,Spanish
4.4,Spanish
3.25,Spanish
1.2,Spanish
3,Spanish
1.2,Spanish
2.6,Spanish
1.4,Spanish
3.6,Spanish
1,Spanish
3.5,Spanish
1,Spanish
3.2,Spanish
1.2,Spanish
2,Spanish
2.4,Spanish
3.6,Spanish
1,Spanish
1.2,Spanish
1,Spanish
1,Spanish
1.4,Spanish
2.5,Spanish
3,Spanish
3.5,Spanish
1.75,Spanish
1,Spanish
4.2,Spanish
1.25,Spanish
1.75,Spanish
1.6,Spanish
3.5,Spanish
2.8,Spanish
2.5,Spanish
3.4,Spanish
3.6,Spanish
1.6,Spanish
1,Spanish
3,Spanish
3.4,Spanish
1,Spanish
1.8,Spanish
1.5,Spanish
1.75,Spanish
2.4,Spanish
2.6,Spanish
3,Spanish
2.6,Spanish
3,Spanish
3.4,Spanish
1.75,Spanish
1.4,Spanish
1.6,Spanish
1.2,Spanish
2,Spanish
1,Spanish
3.4,Spanish
1,Spanish
1.4,Spanish
2,Spanish
1,Spanish
1,Spanish
2,Spanish
2.5,Spanish
1,Spanish
2.4,Spanish
2.25,Spanish
1.4,Spanish
2.25,Spanish
2.25,Spanish
2.25,Spanish
3,Spanish
3.4,Spanish
2.2,Spanish
1.4,Spanish
2.2,Spanish
1.5,Spanish
2,Spanish
2.5,Spanish
1.2,Spanish
1,Spanish
1.2,Spanish
1.25,Spanish
2.4,Spanish
4.8,Spanish
2.8,Spanish
1.75,Spanish
4,Spanish
2,Spanish
1.8,Spanish
2.75,Spanish
1.2,Spanish
2.8,Spanish
3,Spanish
3,Spanish
2.4,Spanish
2.8,Spanish
1.4,Spanish
2.8,Spanish
1.8,Spanish
2.2,Spanish
2.4,Spanish
1.6,Spanish
4,Spanish
2.4,Spanish
2.25,Spanish
1.8,Spanish
2.4,Spanish
2.2,Spanish
2.2,Spanish
3.6,Spanish
1,Spanish
4,Spanish
1.75,Spanish
1.2,Spanish
1.2,Spanish
1,Spanish
2.333333333,Spanish
1,Spanish
2,Spanish
3.2,Spanish
2,Spanish
1,Spanish
1,Spanish
2.6,Spanish
1,Spanish
1.8,Spanish
1.25,Spanish
3,Spanish
4.8,Spanish
1,Spanish
3,Spanish
1.5,Spanish
2.8,Spanish
2.4,Spanish
1,Spanish
4,Spanish
1.4,Spanish
2.5,Spanish
3.8,Spanish
1.4,Spanish
3,Spanish
1.25,Spanish
3,Spanish
2.4,Spanish
2,Spanish
1.6,Spanish
1.4,Spanish
1.4,Spanish
2.4,Spanish
3.2,Spanish
2.2,Spanish
1.2,Spanish
2,Spanish
1.25,Spanish
4.2,Spanish
2.8,Spanish
1.6,Spanish
2,Spanish
2.6,Spanish
4,Spanish
1,Spanish
2.6,Spanish
4.2,Spanish
1.8,Spanish
2.2,Spanish
1.2,Spanish
1.8,Spanish
1.8,Spanish
4.25,Spanish
1,Spanish
1.25,Spanish
4.6,Spanish
1.2,Spanish
2.2,Spanish
2.25,Spanish
1.8,Spanish
3.6,Spanish
3.8,Spanish
2.4,Spanish
2.4,Spanish
2.8,Spanish
2.4,Spanish
1,Spanish
2.6,Spanish
3.6,Spanish
1,Spanish
3.4,Spanish
1.4,Spanish
1,Spanish
4,Spanish
1.8,Spanish
1,Spanish
2.8,Spanish
1.25,Spanish
2.6,Spanish
1,Spanish
2,Spanish
4.6,Spanish
3.2,Spanish
2.6,Spanish
2.4,Spanish
4.2,Spanish
1.666666667,Spanish
3.8,Spanish
2.4,Spanish
1.2,Spanish
2.8,Spanish
1,Spanish
3.2,Spanish
2,Spanish
1,Spanish
3,Spanish
2,Spanish
1.8,Spanish
2.25,Spanish
2,Spanish
3.8,Spanish
3.2,Spanish
1.4,Spanish
1,Spanish
2.666666667,Spanish
2,Spanish
2,Spanish
1.2,Spanish
1.6,Spanish
2.25,Spanish
2.8,Spanish
2,Spanish
1.6,Spanish
1.4,Spanish
2.6,Spanish
1.4,Spanish
1.8,Spanish
2.2,Spanish
1,Spanish
2,Spanish
1,Spanish
2.2,Spanish
1.8,Spanish
2.25,Spanish
2.8,Spanish
3.4,Spanish
2,Spanish
2,Spanish
3.2,Spanish
1.8,Spanish
1,Spanish
1.5,Spanish
1.2,Spanish
2.4,Spanish
4,Spanish
1.6,Spanish
2.4,Spanish
2.8,Spanish
3.6,Spanish
3.2,Spanish
1,Spanish
3.4,Spanish
1,Spanish
1,Spanish
4.4,Spanish
1.4,Spanish
1,Spanish
2.2,Spanish
1.25,Spanish
1.4,Spanish
3.2,Spanish
1.4,Spanish
1.8,Spanish
3,Spanish
2.8,Spanish
1.4,Spanish
3.4,Spanish
2,Spanish
3,Spanish
1.8,Spanish
1.8,Spanish
1.4,Spanish
2.6,Spanish
1.2,Spanish
1.6,Spanish
1.6,Spanish
2.8,Spanish
1.4,Spanish
1.2,Spanish
1,Spanish
2.8,Spanish
3.6,Spanish
1.5,Spanish
1,Spanish
2.8,Spanish
3.8,Spanish
2.4,Spanish
1.4,Spanish
2.2,Spanish
1.6,Spanish
1.75,Spanish
2.2,Spanish
1.6,Spanish
2,Spanish
2,Spanish
2.8,Spanish
1,Spanish
3,Spanish
3.6,Spanish
3,Spanish
4.8,Spanish
1.6,Spanish
2.8,Spanish
2.8,Spanish
1,Spanish
3.4,Spanish
1.8,Spanish
1.4,Spanish
1.8,Spanish
1.5,Spanish
1,Spanish
1.4,Spanish
2.4,Spanish
1,Spanish
2.4,Spanish
2.4,Spanish
1.2,Spanish
2.25,Spanish
3,Spanish
2.25,Spanish
1.8,Spanish
1.5,Spanish
2,Spanish
1.8,Spanish
1.2,Spanish
3.4,Spanish
4,Spanish
1,Spanish
1.4,Spanish
3.8,Spanish
1.666666667,Spanish
1.8,Spanish
1.6,Spanish
3,Spanish
1.6,Spanish
2.2,Spanish
1,Spanish
1,Spanish
1.8,Spanish
1,Spanish
1,Spanish
1.8,Spanish
1.8,Spanish
1.4,Spanish
3.6,Spanish
3.4,Spanish
1.6,Spanish
3.4,Spanish
2.4,Spanish
3.6,Spanish
2.2,Spanish
2.2,Spanish
2.2,Spanish
1.2,Spanish
1.4,Spanish
2.8,Spanish
2.8,Spanish
2,Spanish
1.8,Spanish
2.8,Spanish
1.8,Spanish
1,Spanish
2,Spanish
1,Spanish
3.4,Spanish
1.2,Spanish
1,Spanish
4.4,Spanish
3.6,Spanish
2.2,Spanish
2.25,Spanish
2,Spanish
1.4,Spanish
1.2,Spanish
1.2,Spanish
1.6,Spanish
1.4,Spanish
2,Spanish
1.8,Spanish
2.4,Spanish
3.2,Spanish
2.6,Spanish
1.8,Spanish
2.2,Spanish
2.8,Spanish
2.8,Spanish
1.4,Spanish
2.4,Spanish
1,Spanish
1,Spanish
2.2,Spanish
1.6,Spanish
2,Spanish
1,Spanish
4,Spanish
2,Spanish
1.8,Spanish
1.4,Spanish
1.4,Spanish
1.2,Spanish
2,Spanish
1,Spanish
1,Spanish
2.8,Spanish
3.4,Spanish
1.333333333,Spanish
1,Spanish
1.6,Spanish
3,Spanish
3.4,Spanish
1,Spanish
1.4,Spanish
2.8,Spanish
1.6,Spanish
2.4,Spanish
1.6,Spanish
1.2,Spanish
1.8,Spanish
1.25,Spanish
1.8,Spanish
2.4,Spanish
2.2,Spanish
2.2,Spanish
1,Spanish
1,Spanish
2,Spanish
3.4,Spanish
1,Spanish
2.4,Spanish
1.8,Spanish
3.4,Spanish
1.4,Spanish
1.6,Spanish
4.2,Spanish
4.2,Spanish
2,Spanish
1,Spanish
2,Spanish
4.4,Spanish
1.6,Spanish
2.2,Spanish
4.4,Spanish
1.4,Spanish
1,Spanish
2.666666667,Spanish
1.2,Spanish
2.4,Spanish
1.6,Spanish
1.2,Spanish
1.8,Spanish
2.333333333,Spanish
1.25,Spanish
3.4,Spanish
3.6,Spanish
1.4,Spanish
1.4,Spanish
3.4,Spanish
1,Spanish
3.2,Spanish
3.4,Spanish
2.6,Spanish
2,Spanish
1.2,Spanish
3.4,Spanish
2,Spanish
3.6,Spanish
1.4,Spanish
1.25,Spanish
3.2,Spanish
1,Spanish
2.2,Spanish
3.2,Spanish
1.2,Spanish
2.75,Spanish
3.2,Spanish
1,Spanish
1,Spanish
3.8,Spanish
2.4,Spanish
2,Spanish
1.4,Spanish
3.8,Spanish
1.6,Spanish
2.4,Spanish
2.2,Spanish
1.4,Spanish
3.75,Spanish
2.6,Spanish
1,Spanish
3,Spanish
1,Spanish
1.4,Spanish
1,Spanish
2.2,Spanish
2.2,Spanish
3,Spanish
3.2,Spanish
4.4,Spanish
1,Spanish
4.75,Spanish
2,Spanish
1.75,Spanish
3.4,Spanish
2.6,Spanish
2.6,Spanish
1.75,Spanish
2,Spanish
2,Spanish
1.4,Spanish
2.75,Spanish
1.75,Spanish
2.75,Spanish
3,Spanish
1,Spanish
1.6,Spanish
4.25,Spanish
3.4,Spanish
1.2,Spanish
2.6,Spanish
2.8,Spanish
1.2,Spanish
4.2,Spanish
1,Spanish
1.8,Spanish
2.6,Spanish
2,Spanish
1,Spanish
2.666666667,Spanish
1.4,Spanish
1.8,Spanish
1.5,Spanish
1.2,Spanish
2.2,Spanish
1.2,Spanish
3.8,Spanish
4.2,Spanish
1,Spanish
1.4,Spanish
2.6,Spanish
2.6,Spanish
1.8,Spanish
4,Spanish
3.2,Spanish
1.8,Spanish
2.2,Spanish
1.5,Spanish
4.2,Spanish
2.4,Spanish
3.2,Spanish
1.8,Spanish
3.666666667,Spanish
1.333333333,Spanish
1,Spanish
1,Spanish
1.2,Spanish
4.6,Spanish
2.6,Spanish
3,Spanish
1.4,Spanish
2.8,Spanish
2.2,Spanish
1.5,Spanish
2.5,Spanish
2.4,Spanish
2,Spanish
1.6,Spanish
1.2,Spanish
2.8,Spanish
1.5,Spanish
1.6,Spanish
2.6,Spanish
2.6,Spanish
1.8,Spanish
1.5,Spanish
3.6,Spanish
1.4,Spanish
2.2,Spanish
1.25,Spanish
3,Spanish
4.2,Spanish
3,Spanish
1.4,Spanish
1.6,Spanish
1.8,Spanish
1.25,Spanish
1,Spanish
3.8,Spanish
3.2,Spanish
4.2,Spanish
3.4,Spanish
2.2,Spanish
2,Spanish
4.6,Spanish
2.8,Spanish
1.4,Spanish
3,Spanish
1,Spanish
4,Spanish
2.6,Spanish
1.6,Spanish
3,Spanish
3.4,Spanish
2.6,Spanish
1.25,Spanish
2.8,Spanish
2.2,Spanish
1.2,Spanish
1.6,Spanish
2.6,Spanish
1.25,Spanish
3,Spanish
1.8,Spanish
2,Spanish
2.25,Spanish
2.5,Spanish
2.8,Spanish
3.8,Spanish
1.2,Spanish
1.4,Spanish
3.2,Spanish
3.4,Spanish
3.333333333,Spanish
2,Spanish
4.2,Spanish
2.4,Spanish
1.75,Spanish
3.2,Spanish
1,Spanish
1.4,Spanish
2.25,Spanish
3.8,Spanish
3.6,Spanish
2,Spanish
3.4,Spanish
3.2,Spanish
3.6,Spanish
1.5,Spanish
3.2,Spanish
3,Spanish
3.2,Spanish
1.6,Spanish
3.75,Spanish
1.6,Spanish
1,Spanish
1.5,Spanish
1.8,Spanish
1.6,Spanish
3.75,Spanish
3.4,Spanish
2.4,Spanish
1.5,Spanish
3.75,Spanish
4.666666667,Spanish
1,Spanish
2.2,Spanish
1.5,Spanish
2,Spanish
2.8,Spanish
3,Spanish
1,Spanish
3.6,Spanish
2.6,Spanish
1,Spanish
2.333333333,Spanish
1.333333333,Spanish
1.6,Spanish
1.2,Spanish
3.2,Spanish
3.2,Spanish
3,Spanish
3.4,Spanish
2.8,Spanish
3.8,Spanish
3,Spanish
2.25,Spanish
4,Spanish
2,Spanish
1.4,Spanish
1,Spanish
1.8,Spanish
1,Spanish
3.25,Spanish
2.8,Spanish
2,Spanish
1.2,Spanish
1.5,Spanish
2.8,Spanish
1,Spanish
1,Spanish
2,Spanish
3.2,Spanish
1.2,Spanish
4,Spanish
1.666666667,Spanish
2,Spanish
3.4,Spanish
2.4,Spanish
2.8,Spanish
1,Spanish
1.2,Spanish
2.2,Spanish
1.75,Spanish
1.75,Spanish
3.6,Spanish
2.333333333,Spanish
1.2,Spanish
1.6,Spanish
2,Spanish
2.6,Spanish
2.5,Spanish
4.25,Spanish
3.5,Spanish
3,Spanish
3.4,Spanish
1.4,Spanish
1.8,Spanish
2,Spanish
3.8,Spanish
2.2,Spanish
1.4,Spanish
3,Spanish
1,Spanish
1.8,Spanish
1.6,Spanish
2.2,Spanish
3,Spanish
1.25,Spanish
1,Spanish
2,Spanish
1.4,Spanish
1,Spanish
1.5,Spanish
1.25,Spanish
1.2,Spanish
3.4,Spanish
1,Spanish
2.75,Spanish
3.2,Spanish
1.5,Spanish
2.2,Spanish
1,Spanish
2.5,Spanish
1,Spanish
2.2,Spanish
3.25,Spanish
1.8,Spanish
1,Spanish
1,Spanish
1.333333333,Spanish
3,Spanish
1.75,Spanish
2.333333333,Spanish
3.5,Spanish
2.2,Spanish
1,Spanish
3.4,Spanish
1,Spanish
2.8,Spanish
2.6,Spanish
2.4,Spanish
1.8,Spanish
3.5,Spanish
2.8,Spanish
2.2,Spanish
1.4,Spanish
3.4,Spanish
1.8,Spanish
2.4,Spanish
2.2,Spanish
3.4,Spanish
1.8,Spanish
1.5,Spanish
1,Spanish
1,Spanish
3.8,Spanish
3.6,Spanish
4.5,Spanish
3.25,Spanish
1.6,Spanish
3.8,Spanish
2.6,Spanish
1,Spanish
3.2,Spanish
1.8,Spanish
2.5,Spanish
3.2,Spanish
3.5,Spanish
1.75,Spanish
3.4,Spanish
1.5,Spanish
1.4,Spanish
2.2,Spanish
2,Spanish
1.25,Spanish
3,Spanish
3.5,Spanish
2,Spanish
1.25,Spanish
3.4,Spanish
4,Spanish
1.8,Spanish
2.25,Spanish
2.75,Spanish
3.6,Spanish
1.2,Spanish
2.5,Spanish
1.4,Spanish
3.2,Spanish
1.75,Spanish
2.2,Spanish
1.8,Spanish
1.6,Spanish
4,Spanish
1,Spanish
1.2,Spanish
1.6,Spanish
1.25,Spanish
2,Spanish
1.5,Spanish
3,Spanish
2.6,Spanish
4,Spanish
1.75,Spanish
2,Spanish
2.8,Spanish
1.5,Spanish
2.2,Spanish
3.4,Spanish
1,Spanish
2.5,Spanish
3,Spanish
1,Spanish
1.25,Spanish
1.4,Spanish
1.25,Spanish
1.25,Spanish
2,Spanish
2.8,Spanish
2,Spanish
3.8,Spanish
2.6,Spanish
2.2,Spanish
3,Spanish
2.75,Spanish
2,Spanish
1.4,Spanish
1.2,Spanish
3,Spanish
1.2,Spanish
1,Spanish
1.25,Spanish
1.333333333,Spanish
1.25,Spanish
2.4,Spanish
1.25,Spanish
2.2,Spanish
1.5,Spanish
2.6,Spanish
3.8,Spanish
3.6,Spanish
3.25,Spanish
1,Spanish
2.8,Spanish
2.2,Spanish
1.8,Spanish
2.4,Spanish
2.2,Spanish
1,Spanish
1.2,Spanish
1,Spanish
1.75,Spanish
4.5,Spanish
3.4,Spanish
3.6,Spanish
3.6,Spanish
2.4,Spanish
1,Spanish
2,Spanish
2.333333333,Spanish
4.4,Spanish
1.5,Spanish
2.5,Spanish
2.2,Spanish
3.2,Spanish
2.8,Spanish
1.4,Spanish
3.4,Spanish
1.2,Spanish
1.333333333,Spanish
1,Spanish
1.4,Spanish
3.5,Spanish
3,Spanish
4,Spanish
2.2,Spanish
1,Spanish
3.75,Spanish
3.75,Spanish
2,Spanish
1.2,Spanish
2,Spanish
1.75,Spanish
1.2,Spanish
2.4,Spanish
2.75,Spanish
2,Portuguese
1.6,Portuguese
3.6,Portuguese
2.2,Portuguese
1,Portuguese
3.2,Portuguese
2.2,Portuguese
3.2,Portuguese
2,Portuguese
1.5,Portuguese
2.6,Portuguese
3.2,Portuguese
1.666666667,Portuguese
2.6,Portuguese
4.2,Portuguese
3.5,Portuguese
3.2,Portuguese
2.6,Portuguese
4.2,Portuguese
2.4,Portuguese
2.2,Portuguese
2.2,Portuguese
1.6,Portuguese
1.5,Portuguese
3.6,Portuguese
1.5,Portuguese
2.4,Portuguese
2.2,Portuguese
2.6,Portuguese
2.5,Portuguese
1,Portuguese
3.6,Portuguese
3.4,Portuguese
2.8,Portuguese
1.333333333,Portuguese
1.2,Portuguese
1,Portuguese
1,Portuguese
3.4,Portuguese
1.6,Portuguese
2.4,Portuguese
3.2,Portuguese
2.4,Portuguese
3.6,Portuguese
3.2,Portuguese
1.6,Portuguese
3.6,Portuguese
2,Portuguese
2,Portuguese
2,Portuguese
3.6,Portuguese
2.2,Portuguese
1.4,Portuguese
1,Portuguese
3.75,Portuguese
1.6,Portuguese
3.8,Portuguese
1.4,Portuguese
2.6,Portuguese
2,Portuguese
2.4,Portuguese
1.25,Portuguese
1,Portuguese
2.6,Portuguese
2,Portuguese
3.6,Portuguese
1.2,Portuguese
3.8,Portuguese
3.6,Portuguese
1,Portuguese
3,Portuguese
4.5,Portuguese
1.75,Portuguese
2,Portuguese
1.25,Portuguese
1.4,Portuguese
1,Portuguese
1.8,Portuguese
2.6,Portuguese
1.2,Portuguese
2.2,Portuguese
2.75,Portuguese
2,Portuguese
2.6,Portuguese
1.6,Portuguese
2.6,Portuguese
2.8,Portuguese
1.25,Portuguese
2.2,Portuguese
1.8,Portuguese
1,Portuguese
2.2,Portuguese
3,Portuguese
1.8,Portuguese
1,Portuguese
2,Portuguese
2.25,Portuguese
1.8,Portuguese
2.4,Portuguese
1.8,Portuguese
1.8,Portuguese
1.25,Portuguese
3,Portuguese
2.4,Portuguese
1,Portuguese
1.6,Portuguese
2.2,Portuguese
2.4,Portuguese
3.2,Portuguese
1,Portuguese
1.4,Portuguese
1.8,Portuguese
3.2,Portuguese
4.6,Portuguese
2.4,Portuguese
3,Portuguese
3.5,Portuguese
2.2,Portuguese
2.6,Portuguese
4.4,Portuguese
3,Portuguese
2.2,Portuguese
1.4,Portuguese
1.4,Portuguese
1,Portuguese
2.6,Portuguese
3,Portuguese
1.4,Portuguese
1,Portuguese
2,Portuguese
1.4,Portuguese
1,Portuguese
4,Portuguese
2.75,Portuguese
1,Portuguese
3,Portuguese
2.6,Portuguese
2,Portuguese
2.4,Portuguese
2,Portuguese
2.6,Portuguese
4,Portuguese
1.2,Portuguese
1.4,Portuguese
1.4,Portuguese
1.8,Portuguese
1.666666667,Portuguese
1.2,Portuguese
1.25,Portuguese
2.25,Portuguese
1.75,Portuguese
4.4,Portuguese
1.25,Portuguese
2.8,Portuguese
4.2,Portuguese
2.4,Portuguese
3.25,Portuguese
2.2,Portuguese
2,Portuguese
2,Portuguese
2.75,Portuguese
2,Portuguese
1.8,Portuguese
1.2,Portuguese
2.8,Portuguese
2.8,Portuguese
1.8,Portuguese
1.2,Portuguese
1.5,Portuguese
1.4,Portuguese
2.25,Portuguese
1.4,Portuguese
1.2,Portuguese
1.4,Portuguese
1.2,Portuguese
1.5,Portuguese
1.6,Portuguese
2.4,Portuguese
2,Portuguese
1.5,Portuguese
2.8,Portuguese
2.8,Portuguese
2,Portuguese
2.2,Portuguese
1,Portuguese
2.8,Portuguese
1.25,Portuguese
3.6,Portuguese
3.8,Portuguese
2.2,Portuguese
3,Portuguese
2.6,Portuguese
3.75,Portuguese
1.6,Portuguese
1.4,Portuguese
3,Portuguese
3.6,Portuguese
1.8,Portuguese
1.8,Portuguese
2,Portuguese
1.8,Portuguese
3.8,Portuguese
1.2,Portuguese
4,Portuguese
1.8,Portuguese
3.6,Portuguese
1,Portuguese
3.6,Portuguese
1.5,Portuguese
2,Portuguese
2.2,Portuguese
1.666666667,Portuguese
2,Portuguese
2.6,Portuguese
2.4,Portuguese
2.2,Portuguese
1.8,Portuguese
1.6,Portuguese
2.8,Portuguese
1.5,Portuguese
1,Portuguese
1.2,Portuguese
3.2,Portuguese
1.4,Portuguese
1,Portuguese
2,Portuguese
1.6,Portuguese
3.8,Portuguese
2.2,Portuguese
2,Portuguese
2.8,Portuguese
2,Portuguese
1,Portuguese
4.4,Portuguese
2.6,Portuguese
1.4,Portuguese
1.2,Portuguese
1.8,Portuguese
1.6,Portuguese
1,Portuguese
2.8,Portuguese
3.4,Portuguese
3.4,Portuguese
2.6,Portuguese
4,Portuguese
2.75,Portuguese
1.2,Portuguese
1.4,Portuguese
2.2,Portuguese
4,Portuguese
3,Portuguese
2,Portuguese
2,Portuguese
1.2,Portuguese
1.8,Portuguese
2.6,Portuguese
2.2,Portuguese
1.75,Portuguese
1.6,Portuguese
1.2,Portuguese
2.4,Portuguese
2,Portuguese
3,Portuguese
1.4,Portuguese
1.25,Portuguese
2.6,Portuguese
1.2,Portuguese
2.6,Portuguese
1.4,Portuguese
2.8,Portuguese
2.8,Portuguese
2.6,Portuguese
3.6,Portuguese
3.6,Portuguese
1.2,Portuguese
3.4,Portuguese
2.2,Portuguese
2,Portuguese
1.2,Portuguese
1.4,Portuguese
2.4,Portuguese
2.6,Portuguese
1,Portuguese
1.4,Portuguese
1.8,Portuguese
2.8,Portuguese
3.2,Portuguese
1,Portuguese
1.6,Portuguese
1.75,Portuguese
2.2,Portuguese
2.2,Portuguese
1.4,Portuguese
2.2,Portuguese
2.8,Portuguese
3,Portuguese
1.8,Portuguese
1.4,Portuguese
1.75,Portuguese
1.8,Portuguese
2.333333333,Portuguese
1.25,Portuguese
1,Portuguese
2.4,Portuguese
3.333333333,Portuguese
1.8,Portuguese
2,Portuguese
2.6,Portuguese
1.6,Portuguese
4,Portuguese
2.8,Portuguese
3,Portuguese
3.4,Portuguese
4.4,Portuguese
3,Portuguese
2,Portuguese
4.5,Portuguese
2.6,Portuguese
1.4,Portuguese
1.75,Portuguese
2.666666667,Portuguese
4.4,Portuguese
3,Portuguese
1,Portuguese
2.25,Portuguese
1.4,Portuguese
1.6,Portuguese
3.2,Portuguese
1.4,Portuguese
3.2,Portuguese
1.6,Portuguese
2,Portuguese
2,Portuguese
2.6,Portuguese
2.25,Portuguese
3.8,Portuguese
2.8,Portuguese
4.6,Portuguese
1.4,Portuguese
2,Portuguese
3,Portuguese
4.4,Portuguese
2,Portuguese
3.2,Portuguese
2.4,Portuguese
1.25,Portuguese
2.8,Portuguese
2,Portuguese
1,Portuguese
1.4,Portuguese
3,Portuguese
1.8,Portuguese
3.8,Portuguese
1.2,Portuguese
3.2,Portuguese
2.75,Portuguese
3,Portuguese
2.25,Portuguese
2.5,Portuguese
2.4,Portuguese
1.8,Portuguese
2.25,Portuguese
1.8,Portuguese
4.25,Portuguese
1.5,Portuguese
1.2,Portuguese
1.5,Portuguese
1.6,Portuguese
1.4,Portuguese
2.4,Portuguese
1.75,Portuguese
2.4,Portuguese
2,Portuguese
2.8,Portuguese
2.6,Portuguese
1.25,Portuguese
1.666666667,Portuguese
2.4,Portuguese
2.4,Portuguese
1.6,Portuguese
1.6,Portuguese
1.2,Portuguese
1,Portuguese
2.6,Portuguese
1.8,Portuguese
1.4,Portuguese
1.2,Portuguese
2,Portuguese
1.2,Portuguese
1.8,Portuguese
2,Portuguese
2.4,Portuguese
2.8,Portuguese
1,Portuguese
3.5,Portuguese
3.6,Portuguese
2.8,Portuguese
3.2,Portuguese
2.6,Portuguese
3,Portuguese
1.8,Portuguese
2.2,Portuguese
2.25,Portuguese
2.2,Portuguese
3,Portuguese
1.5,Portuguese
1.8,Portuguese
2.6,Portuguese
3,Portuguese
3.8,Portuguese
1.8,Portuguese
2.5,Portuguese
1.6,Portuguese
1,Portuguese
3.2,Portuguese
3,Portuguese
1.4,Portuguese
1.2,Portuguese
1.4,Portuguese
1.4,Portuguese
1,Portuguese
3.2,Portuguese
3,Portuguese
3.333333333,Portuguese
2.2,Portuguese
3,Portuguese
1,Portuguese
1,Portuguese
1.6,Portuguese
1,Portuguese
1.5,Portuguese
2.5,Portuguese
1.2,Portuguese
4,Portuguese
3.2,Portuguese
3,Portuguese
2,Portuguese
1.2,Portuguese
2.6,Portuguese
2.6,Portuguese
1.333333333,Portuguese
1,Portuguese
1,Portuguese
2.2,Portuguese
1.25,Portuguese
1,Portuguese
1.8,Portuguese
4,Portuguese
4.4,Portuguese
1.5,Portuguese
2.75,Portuguese
1,Portuguese
2.25,Portuguese
1.6,Portuguese
3.5,Portuguese
2.8,Portuguese
2.25,Portuguese
2.2,Portuguese
1.4,Portuguese
1,Portuguese
1.75,Portuguese
1.5,Portuguese
1.6,Portuguese
2,Portuguese
2,Portuguese
3.4,Portuguese
3.6,Portuguese
1.5,Portuguese
2.2,Portuguese
1.8,Portuguese
1.2,Portuguese
1.8,Portuguese
1.4,Portuguese
2.8,Portuguese
1.2,Portuguese
1.4,Portuguese
2.2,Portuguese
2,Portuguese
2.2,Portuguese
2,Portuguese
1.2,Portuguese
2.2,Portuguese
3,Portuguese
1.2,Portuguese
3.25,Portuguese
1.6,Portuguese
2,Portuguese
2,Portuguese
1.4,Portuguese
2.8,Portuguese
1.75,Portuguese
1.8,Portuguese
3,Portuguese
3,Portuguese
1.8,Portuguese
1.2,Portuguese
2.6,Portuguese
1,Portuguese
3,Portuguese
2.4,Portuguese
1.6,Portuguese
1.4,Portuguese
2.4,Portuguese
1.6,Portuguese
3,Portuguese
1.4,Portuguese
1.6,Portuguese
1,Portuguese
1.75,Portuguese
3,Portuguese
1.25,Portuguese
1,Portuguese
3.6,Portuguese
1.2,Portuguese
1.2,Portuguese
1,Portuguese
2.8,Portuguese
3,Portuguese
4.2,Portuguese
3.8,Portuguese
2.25,Portuguese
2.8,Portuguese
1,Portuguese
3.6,Portuguese
2.2,Portuguese
3.6,Portuguese
1,Portuguese
1,Portuguese
2.8,Portuguese
1.2,Portuguese
1.2,Portuguese
1.75,Portuguese
1,Portuguese
3,Portuguese
1,Portuguese
1,Portuguese
2.4,Portuguese
3,Portuguese
2.4,Portuguese
1.2,Portuguese
1,Portuguese
1.8,Portuguese
2.2,Portuguese
1,Portuguese
2.2,Portuguese
2,Portuguese
4.2,Portuguese
1.2,Portuguese
1.4,Portuguese
2.6,Portuguese
2.8,Portuguese
1.6,Portuguese
1.2,Portuguese
2.4,Portuguese
4.2,Portuguese
2.4,Portuguese
1,Portuguese
1.5,Portuguese
3,Portuguese
2.2,Portuguese
2,Portuguese
1.2,Portuguese
2.4,Portuguese
1,Portuguese
1.5,Portuguese
3.4,Portuguese
1.2,Portuguese
4.4,Portuguese
3.8,Portuguese
2.2,Portuguese
1,Portuguese
1.6,Portuguese
1.6,Portuguese
2.25,Portuguese
2,Portuguese
2.2,Portuguese
2.25,Portuguese
1.25,Portuguese
1.4,Portuguese
1.2,Portuguese
1.25,Portuguese
2.6,Portuguese
2.2,Portuguese
1.4,Portuguese
1.6,Portuguese
2.6,Portuguese
1.333333333,Portuguese
1,Portuguese
2,Portuguese
2,Portuguese
2.8,Portuguese
1,Portuguese
1.2,Portuguese
3,Portuguese
2,Portuguese
2.6,Portuguese
4.6,Portuguese
3.2,Portuguese
1.6,Portuguese
1.75,Portuguese
1,Portuguese
3.8,Portuguese
3.4,Portuguese
1.6,Portuguese
3,Portuguese
1.6,Portuguese
1.333333333,Portuguese
1.4,Portuguese
1,Portuguese
1.6,Portuguese
1.6,Portuguese
2.4,Portuguese
1.6,Portuguese
1,Portuguese
2.8,Portuguese
